_url,name,birth_year,weight,height,nationality
willy-van-den-eynde,Willy Van Den Eynde,1943,65.0,176,Belgium
paolo-simion,Paolo  Simion,1992,79.0,185,Italy
valere-van-sweevelt,Valère Van Sweevelt,1947,68.0,175,Belgium
frederic-vichot,Frédéric  Vichot,1959,85.0,188,France
luc-d-hondt,Luc  D'hondt,1951,60.0,166,Belgium
miguel-van-kessel,Miguel  Van Kessel,1975,60.0,175,Netherlands
clinton-avery,Clinton  Avery,1987,74.0,195,New Zealand
nacor-burgos,Nacor  Burgos,1977,58.0,170,Spain
aitor-perez-arrieta,Aitor  Pérez,1977,70.0,183,Spain
enrico-maggioni,Enrico  Maggioni,1946,68.0,181,Italy
jan-van-houwelingen,Jan van Houwelingen,1955,56.0,169,Netherlands
victor-de-la-parte,Víctor de la Parte,1986,64.0,181,Spain
martin-durant,Martin  Durant,1956,70.0,178,Belgium
gilles-mas,Gilles  Mas,1961,83.0,195,France
armando-moreno,Armando Isaac  Moreno,1967,68.0,175,Colombia
geert-decorte,Geert  Decorte,1964,60.0,179,Belgium
jose-coll,Jose  Coll,1964,76.0,181,Spain
silvio-herklotz,Silvio  Herklotz,1994,68.0,190,Germany
mirko-tedeschi,Mirko  Tedeschi,1989,69.0,180,Italy
niklas-eg,Niklas  Eg,1995,60.0,184,Denmark
alfonso-florez-ortiz,Alfonso  Florez,1952,72.0,180,Colombia
tyler-williams,Tyler  Williams,1994,73.0,180,United States
keegan-swenson,Keegan  Swenson,1994,66.0,178,United States
michel-cerneus,Michel  Cerneus,1976,69.0,181,Netherlands
jose-luis-lopez-cerron,José Luis  López,1956,75.0,188,Spain
jens-zemke,Jens  Zemke,1966,69.0,189,Germany
derek-gee,Derek  Gee,1997,76.0,189,Canada
jose-almagro,José Mario  Almagro,1980,77.0,190,Spain
franco-bitossi,Franco  Bitossi,1940,66.0,177,Italy
gianluca-maggiore,Gianluca  Maggiore,1985,70.0,185,Italy
anatoliy-budyak,Anatoliy  Budyak,1995,53.0,169,Ukraine
jesus-lopez-carril,Jesús  López,1949,74.0,185,Spain
jack-haig,Jack  Haig,1993,67.0,190,Australia
rob-ruijgh,Rob  Ruijgh,1986,64.0,172,Netherlands
thierry-marie,Thierry  Marie,1963,68.0,174,France
johan-lammerts,Johan  Lammerts,1960,60.0,178,Netherlands
miyataka-shimizu,Miyataka  Shimizu,1981,60.0,164,Japan
fabio-enrique-parra,Fabio Enrique  Parra,1959,73.0,182,Colombia
juan-jose-quintanilla,Juan José  Quintanilla,1958,65.0,175,Spain
christoph-demel,Christoph  Demel,1970,70.0,183,Austria
lorenzo-bernucci,Lorenzo  Bernucci,1979,72.0,183,Italy
jean-paul-simon,Jean-Paul  Simon,1982,80.0,191,Belgium
marzio-bruseghin,Marzio  Bruseghin,1974,70.0,182,Italy
artyom-zakharov,Artyom  Zakharov,1991,70.0,179,Kazakhstan
enrico-zanoncello,Enrico  Zanoncello,1997,64.0,170,Italy
domingo-munoz,Domingo  Munoz,1955,62.0,170,Spain
antonio-bevilacqua,Antonio  Bevilacqua,1957,62.0,176,Italy
stefan-kupfernagel,Stefan  Kupfernagel,1977,67.0,180,Germany
natnael-berhane,Natnael  Berhane,1991,66.0,182,Eritrea
stefan-rucker,Stefan  Rucker,1980,73.0,185,Austria
gerard-mace,Gérard  Macé,1953,71.0,183,France
gordon-mccauley,Gordon  McCauley,1972,58.0,165,New Zealand
antonio-colom,Antonio  Colom,1978,71.0,183,Spain
joaquin-ortega,Joaquin  Ortega,1981,69.0,175,Spain
santiago-botero,Santiago  Botero,1972,75.0,175,Colombia
sjoerd-van-ginneken,Sjoerd van Ginneken,1992,72.0,185,Netherlands
jonathan-paredes,Jonathan  Paredes,1989,63.0,175,Colombia
guillaume-van-keirsbulck,Guillaume Van Keirsbulck,1991,84.0,192,Belgium
pascal-dubois,Pascal  Dubois,1962,66.0,184,France
francisco-cambil,Francisco  Cambil,1960,73.0,183,Spain
adrien-garel,Adrien  Garel,1996,77.0,187,France
peter-velits,Peter  Velits,1985,63.0,181,Slovakia
chris-barnsley,Chris  Barnsley,1971,61.0,164,New Zealand
alfonso-gutierrez,Alfonso  Gutiérrez,1961,62.0,174,Spain
leo-schoenenberger,Léo  Schönenberger,1963,61.0,174,Switzerland
cyril-bos,Cyril  Bos,1972,68.0,185,France
ignacio-fandos,Ignacio Juan  Fandos,1957,66.0,174,Spain
simone-velasco,Simone  Velasco,1995,59.0,170,Italy
roy-jans,Roy  Jans,1990,68.0,178,Belgium
jordi-gilabert-franch,Jordi  Gilabert,1970,65.0,178,Spain
ronny-claes,Ronny  Claes,1957,62.0,173,Belgium
francisco-jose-lara,Francisco José  Lara,1977,62.0,172,Spain
steen-michael-petersen,Steen Michael  Petersen,1959,70.0,177,Denmark
aleksandr-vlasov,Aleksandr  Vlasov,1996,68.0,186,Russia
ole-kristan-silseth,Ole-kristan  Silseth,1959,60.0,180,Norway
serafim-vieira,Serafim  Vieira,1966,77.0,190,Portugal
andre-korff,André  Korff,1973,82.0,190,Germany
jerome-baugnies,Jérôme  Baugnies,1987,69.0,181,Belgium
lars-boom,Lars  Boom,1985,75.0,191,Netherlands
daniel-verplancke,Daniel  Verplancke,1948,64.0,176,Belgium
johnny-weltz,Johnny  Weltz,1962,65.0,178,Denmark
cristian-munoz,Cristian Camilo  Muñoz,1996,63.0,180,Colombia
jeremy-hunt,Jeremy  Hunt,1974,76.0,181,Great Britain
dominique-sanders,Dominique  Sanders,1957,63.0,180,France
carlos-verona,Carlos  Verona,1992,68.0,186,Spain
francois-bidard,François  Bidard,1992,65.0,180,France
pascal-chanteur,Pascal  Chanteur,1968,62.0,172,France
marc-fournier,Marc  Fournier,1994,71.0,183,France
salvador-jarque,Salvador  Jarque,1957,70.0,180,Spain
remmert-wielinga,Remmert  Wielinga,1978,68.0,181,Netherlands
gian-friesecke,Gian  Friesecke,1994,74.0,190,Switzerland
ryder-hesjedal,Ryder  Hesjedal,1980,73.0,187,Canada
simone-stortoni,Simone  Stortoni,1985,59.0,169,Italy
alain-dithurbide,Alain  Dithurbide,1959,58.0,173,France
oleksandr-kvachuk,Oleksandr  Kvachuk,1983,68.0,182,Ukraine
niklas-axelsson,Niklas  Axelsson,1972,73.0,180,Sweden
jeff-bradley,Jeff  Bradley,1961,66.0,180,United States
greg-lemond,Greg  LeMond,1961,67.0,178,United States
gorka-izagirre,Gorka  Izagirre,1987,66.0,176,Spain
matthew-goss,Matthew  Goss,1986,70.0,178,Australia
christian-levavasseur,Christian  Levavasseur,1956,71.0,181,France
edwin-bafcop,Edwin  Bafcop,1962,61.0,174,Belgium
clement-champoussin,Clément  Champoussin,1998,61.0,180,France
jaakko-hanninen,Jaakko  Hänninen,1997,60.0,177,Finland
joseph-borguet,Joseph  Borguet,1951,61.0,172,Belgium
luis-angel-mate,Luis Ángel  Maté,1984,68.0,178,Spain
alain-budet,Alain  Budet,1952,64.0,182,France
giovanni-cavalcanti,Giovanni  Cavalcanti,1943,65.0,192,Italy
giovanni-mantovani,Giovanni  Mantovani,1955,62.0,174,Italy
filippo-simeoni,Filippo  Simeoni,1971,68.0,185,Italy
jan-krekels,Jan  Krekels,1947,73.0,179,Netherlands
juan-antonio-flecha,Juan Antonio  Flecha,1977,72.0,181,Spain
laurens-de-plus,Laurens De Plus,1995,67.0,190,Belgium
mario-anni,Mario  Anni,1943,70.0,183,Italy
rasmus-tiller,Rasmus  Tiller,1996,84.0,187,Norway
wim-myngheer,Wim  Myngheer,1955,77.0,186,Belgium
lucien-aimar,Lucien  Aimar,1941,58.0,170,France
nicolaj-bo-larsen,Nicolaj Bo  Larsen,1971,72.0,176,Denmark
jose-cayetano-julia,José Cayetano  Juliá,1979,58.0,165,Spain
nathan-vandepitte,Nathan  Vandepitte,2000,80.0,192,France
daniele-callegarin,Daniele  Callegarin,1982,62.0,174,Italy
massimiliano-gentili,Massimiliano  Gentili,1971,66.0,178,Italy
menno-vink,Menno  Vink,1969,58.0,169,Netherlands
kamiel-bonneu,Kamiel  Bonneu,1999,62.0,178,Belgium
leopold-konig,Leopold  König,1987,62.0,178,Czech Republic
alex-peters,Alex  Peters,1994,67.0,175,Great Britain
raphael-pires,Raphael  Pires,1997,63.0,178,Brazil
daniel-ribera,Daniel  Ribera,1975,70.0,186,Spain
klaus-peter-thaler,Klaus-Peter  Thaler,1949,60.0,171,Germany
noah-vandenbranden,Noah  Vandenbranden,2002,74.0,181,Belgium
mauro-longo,Mauro  Longo,1960,65.0,178,Italy
flavio-giupponi,Flavio  Giupponi,1964,62.0,180,Italy
jose-vincente-diaz,Jose Vincente Diaz,1965,77.0,190,Colombia
hennie-stamsnijder,Hennie  Stamsnijder,1954,67.0,188,Netherlands
federico-ghiotto,Federico  Ghiotto,1963,62.0,176,Italy
roberto-pistore,Roberto  Pistore,1971,83.0,193,Italy
julien-trarieux,Julien  Trarieux,1992,71.0,183,France
eric-dall-armellina,Éric  Dall'Armellina,1959,69.0,180,France
georg-totschnig,Georg  Totschnig,1971,62.0,175,Austria
rolf-huser,Rolf  Huser,1971,65.0,175,Switzerland
marco-tabai,Marco  Tabai,1961,56.0,164,Italy
twan-poels,Twan  Poels,1963,67.0,180,Netherlands
yoshiyuki-abe,Yoshiyuki  Abe,1969,67.0,175,Japan
alain-de-carvalho,Alain De Carvalho,1953,74.0,182,France
peter-hoondert,Peter  Hoondert,1961,65.1,185,Netherlands
mario-manzoni,Mario  Manzoni,1969,70.0,173,Italy
matteo-carrara,Matteo  Carrara,1979,67.0,188,Italy
andre-steensen,André  Steensen,1987,65.0,185,Denmark
juan-antonio-lopez-cozar-jaimez,Juan Antonio  López-Cózar,1994,70.0,175,Spain
brian-kamstra,Brian  Kamstra,1993,64.0,184,Netherlands
christophe-leroscouet,Christophe  Leroscouet,1971,70.0,185,France
gilbert-glaus,Gilbert  Glaus,1955,67.0,174,Switzerland
vytautas-kaupas,Vytautas  Kaupas,1982,79.0,191,Lithuania
manuele-mori,Manuele  Mori,1980,62.0,172,Italy
joaquim-faura,Joaquim  Faura,1962,69.0,175,Spain
rafael-lorenzana,Rafael  Lorenzana,1964,68.0,183,Spain
oleksandr-sheydyk,Oleksandr  Sheydyk,1980,65.0,175,Ukraine
lukas-postlberger,Lukas  Pöstlberger,1992,70.0,182,Austria
ruslan-ivanov,Ruslan  Ivanov,1973,71.0,177,Moldova
evgeni-petrov,Evgeni  Petrov,1978,70.0,181,Russia
wies-van-dongen,Wies van Dongen,1957,71.0,187,Netherlands
jaroslaw-marycz,Jarosław  Marycz,1987,69.0,182,Poland
frits-van-bindsbergen,Frits Van Bindsbergen,1960,66.0,176,Netherlands
damiano-cunego,Damiano  Cunego,1981,58.0,169,Italy
christian-auriemma,Christian  Auriemma,1974,53.0,174,Italy
mathieu-criquielion,Mathieu  Criquielion,1981,62.0,176,Belgium
carlos-da-cruz,Carlos Da Cruz,1974,74.0,182,France
dario-bottaro,Dario  Bottaro,1966,75.0,184,Italy
luis-domingos,Luis Gabirro Domingos,1961,61.0,181,Portugal
ronny-van-de-vijver,Ronny Van De Vijver,1945,65.0,181,Belgium
louis-luyten,Louis  Luyten,1955,66.0,182,Belgium
yvon-bertin,Yvon  Bertin,1953,75.0,187,France
christophe-oriol,Christophe  Oriol,1973,65.0,181,France
christopher-juul-jensen,Christopher  Juul-Jensen,1989,73.0,183,Denmark
ole-ritter,Ole  Ritter,1941,74.0,178,Denmark
matija-kvasina,Matija  Kvasina,1981,72.0,180,Croatia
phil-anderson,Phil  Anderson,1958,57.0,162,Australia
flavio-cardoso,Flavio Cardoso  Santos,1980,58.0,175,Brazil
bernt-johansson,Bernt  Johansson,1953,71.0,176,Sweden
slawomir-kohut,Sławomir  Kohut,1977,65.0,176,Poland
antonio-londono,Antonio  Londoño,1955,67.0,183,Colombia
alan-jousseaume,Alan  Jousseaume,1998,63.0,177,France
benoit-cosnefroy,Benoît  Cosnefroy,1995,65.0,180,France
steffen-radochla,Steffen  Radochla,1978,70.0,173,Germany
eric-serlet,Eric  Serlet,1950,66.0,169,Belgium
francisco-jose-terciado-sacedo,Francisco José  Terciado,1981,70.0,180,Spain
rob-harmeling,Rob  Harmeling,1964,76.0,187,Netherlands
jonathan-hall,Jonathan  Hall,1972,78.0,183,Australia
david-bernabeu,David  Bernabéu,1975,66.0,180,Spain
erki-putsep,Erki  Pütsep,1976,69.0,179,Estonia
marnix-lameire,Marnix  Lameire,1955,70.0,184,Belgium
felix-vidal-celis-zabala,Félix Vidal  Celis,1982,73.0,190,Spain
benoit-salmon,Benoît  Salmon,1974,60.0,169,France
jose-claramunt,Jose  Claramunt,1964,75.0,193,Spain
maurice-van-heer,Maurice Van Heer,1956,70.0,178,Belgium
jesus-david-pena-jimenez,Jesús David  Peña,2000,56.0,170,Colombia
frank-schleck,Fränk  Schleck,1980,65.0,186,Luxembourg
pedro-miguel-miranda-soeiro,Pedro Miguel Miranda  Soeíro,1975,67.0,180,Portugal
frans-brands,Frans  Brands,1940,70.0,183,Belgium
alexander-foliforov,Alexander  Foliforov,1992,61.0,180,Russia
carl-fredrik-hagen,Carl Fredrik  Hagen,1991,65.0,181,Norway
jean-marie-leblanc,Jean-marie  Leblanc,1944,70.0,186,France
michael-steen-nielsen,Michael Steen  Nielsen,1975,62.0,180,Denmark
johan-de-muynck,Johan De Muynck,1948,82.0,187,Belgium
pierre-bourquenoud,Pierre  Bourquenoud,1969,73.0,175,Switzerland
eddy-planckaert,Eddy  Planckaert,1958,69.0,177,Belgium
eladio-sanchez,Eladio  Sánchez,1984,64.0,185,Spain
mikael-cherel,Mikaël  Cherel,1986,65.0,183,France
daniel-castro,Daniel  Castro,1966,72.0,177,Argentina
laurens-huys,Laurens  Huys,1998,61.0,162,Belgium
andre-delcroix,André  Delcroix,1953,78.0,192,Belgium
jens-heppner,Jens  Heppner,1964,69.0,172,Germany
roberto-visentini,Roberto  Visentini,1957,62.0,175,Italy
ian-stannard,Ian  Stannard,1987,83.0,190,Great Britain
bart-leysen,Bart  Leysen,1969,75.0,186,Belgium
mads-wurtz-schmidt,Mads  Würtz Schmidt,1994,70.0,176,Denmark
ben-gastauer,Ben  Gastauer,1987,73.0,190,Luxembourg
andrea-tafi,Andrea  Tafi,1966,73.0,187,Italy
lilian-jegou,Lilian  Jégou,1976,71.0,178,France
wim-van-eynde,Wim Van Eynde,1960,60.0,179,Belgium
gilles-maignan,Gilles  Maignan,1968,63.0,166,France
raymond-thebes,Raymond  Thebes,1969,61.0,169,Netherlands
hubert-mathis,Hubert  Mathis,1952,74.0,172,France
benjamin-van-itterbeeck,Benjamin Van Itterbeeck,1964,69.0,179,Belgium
kyrylo-pospyeyev,Kyrylo  Pospyeyev,1975,71.0,184,Ukraine
stefan-van-dijk-1,Stefan van Dijk,1976,74.0,183,Netherlands
alexandre-pichot,Alexandre  Pichot,1983,72.0,183,France
marc-vanacker,Marc  Vanacker,1976,72.0,171,Luxembourg
david-tani,David  Tani,1969,66.0,175,Italy
steffen-kjaergaard,Steffen  Kjærgaard,1973,74.0,181,Norway
andrea-vatteroni,Andrea  Vatteroni,1969,75.0,188,Italy
wim-kelleners,Wim  Kelleners,1950,77.0,184,Netherlands
regis-lhuillier,Régis  Lhuillier,1980,69.0,183,France
graham-jones,Graham  Jones,1957,67.0,180,Great Britain
juan-carlos-vicario-barbera,Juan Carlos  Vicario,1971,74.0,179,Spain
aart-vierhouten,Aart  Vierhouten,1970,71.0,183,Netherlands
gerard-simonnot,Gérard  Simonnot,1953,67.0,177,France
tobias-lund-andresen,Tobias Lund  Andresen,2002,69.0,181,Denmark
francisco-palacio,Francisco  Palacios,1978,61.0,169,Spain
sanchez-canellas,Xavier  Cañellas,1997,66.0,175,Spain
bjorn-stenersen,Bjørn  Stenersen,1970,70.0,178,Norway
manuel-neves,Manuel  Neves,1962,67.0,176,Portugal
heddy-nieuwdorp,Heddy  Nieuwdorp,1956,58.0,171,Netherlands
quinten-hermans,Quinten  Hermans,1995,62.0,174,Belgium
pablo-moreno,Pablo  Moreno,1963,62.0,179,Spain
nick-van-der-lijke,Nick van der Lijke,1991,61.0,176,Netherlands
juan-gomis-lopez,Juan  Gómis,1978,78.0,179,Spain
andre-doyen,André  Doyen,1949,67.0,183,Belgium
franck-bouyer,Franck  Bouyer,1974,65.0,173,France
miguel-angel-rubiano,Miguel Angel  Rubiano,1984,58.0,170,Colombia
jenno-berckmoes,Jenno  Berckmoes,2001,61.0,177,Belgium
alessandro-bisolti,Alessandro  Bisolti,1985,58.0,175,Italy
tayeb-braikia,Tayeb  Braikia,1974,68.0,179,Denmark
johan-devos,Johan  Devos,1966,73.0,178,Belgium
john-brouwer,John  Brouwer,1947,58.0,167,Netherlands
jose-manuel-fuente,José Manuel  Fuente,1945,73.0,173,Spain
leandro-fioroni,Leandro  Fioroni,1974,80.0,191,Italy
kristjan-fajt,Kristjan  Fajt,1982,64.0,179,Slovenia
luca-paolini,Luca  Paolini,1977,66.0,174,Italy
leone-pizzini,Leone  Pizzini,1948,62.0,177,Italy
marcello-bergamo,Marcello  Bergamo,1946,73.0,186,Italy
nicolo-parisini,Nicolò  Parisini,2000,65.0,183,Italy
amaury-capiot,Amaury  Capiot,1993,69.0,186,Belgium
antonio-llopis,Antonio  Llopis,1959,56.0,177,Spain
ludwig-willems,Ludwig  Willems,1966,65.0,175,Belgium
daniel-fleeman,Daniel  Fleeman,1982,64.0,171,Great Britain
marius-sabaliauskas,Marius  Sabaliauskas,1978,76.0,186,Lithuania
walter-godefroot,Walter  Godefroot,1943,73.0,171,Belgium
radomir-simunek-sr,Radomír  Šimůnek,1962,67.0,179,Czech Republic
sylvain-calzati,Sylvain  Calzati,1979,68.0,177,France
roberto-pelliconi,Roberto  Pelliconi,1962,74.0,182,Italy
rafal-majka,Rafał  Majka,1989,62.0,173,Poland
regis-delepine,Régis  Delépine,1946,71.0,186,France
andrea-vendrame,Andrea  Vendrame,1994,60.0,168,Italy
michael-andersson,Michael  Andersson,1967,71.0,189,Sweden
jose-maria-moreno,José Maria  Moreno,1960,67.0,171,Spain
william-bonnet,William  Bonnet,1982,80.0,185,France
oscar-aranguren,Oscar  Aranguren,1970,64.0,185,Spain
dimitri-peyskens,Dimitri  Peyskens,1991,69.0,182,Belgium
miles-scotson,Miles  Scotson,1994,76.0,191,Australia
theo-muis,Theo  Muis,1965,66.0,170,Netherlands
pierre-bazzo,Pierre  Bazzo,1954,66.0,178,France
clement-lhotellerie,Clement  Lhotellerie,1986,70.0,182,France
luke-roberts-1,Luke  Roberts,1977,71.0,180,Australia
humberto-parra,Humberto  Parra,1964,68.0,178,Colombia
jean-marc-manfrin,Jean-Marc  Manfrin,1963,63.0,176,France
rolando-ovando,Rolando  Ovando,1963,66.0,168,Guatemala
jesus-ignacio-ibanez,Jesus Ignacio  Ibañez,1960,55.0,176,Spain
filippo-savini,Filippo  Savini,1985,67.0,178,Italy
georgi-petrov-georgiev,Georgi  Petrov Georgiev,1985,72.0,180,Bulgaria
roberto-ceruti,Roberto  Ceruti,1953,68.0,178,Italy
karel-vereecke,Karel  Vereecke,1976,66.0,173,Belgium
volodymyr-gustov,Volodymyr  Gustov,1977,64.0,179,Ukraine
matteo-gigli,Matteo  Gigli,1978,64.0,185,Italy
josef-regec,Josef  Regec,1965,77.0,187,Slovakia
marco-zen,Marco  Zen,1963,69.0,180,Italy
luis-joe-luhrs,Luis-Joe  Lührs,2003,66.0,179,Germany
sondre-holst-enger,Sondre Holst  Enger,1993,69.0,171,Norway
benjamin-thomas-2,Benjamin  Thomas,1995,68.0,179,France
luc-dierickx,Luc  Dierickx,1967,65.0,188,Belgium
diego-milan,Diego  Milán,1985,67.0,180,Dominican Republic
eddy-van-hoof,Eddy Van Hoof,1959,64.0,170,Belgium
marco-bergamo,Marco  Bergamo,1964,70.0,178,Italy
yvan-frebert,Yvan  Frebert,1960,68.0,174,France
bert-de-waele,Bert De Waele,1975,71.0,181,Belgium
antonio-ferretti,Antonio  Ferretti,1957,71.0,183,Switzerland
pieter-ghyllebert,Pieter  Ghyllebert,1982,57.0,168,Belgium
bernard-quilfen,Bernard  Quilfen,1949,70.0,184,France
tony-hurel,Tony  Hurel,1987,66.0,169,France
kristof-trouve,Kristof  Trouvé,1976,74.0,195,Belgium
guillaume-auger,Guillaume  Auger,1976,78.0,184,France
julian-cuevas,Julián  Cuevas,1948,69.0,172,Spain
xabier-carbayeda,Xabier  Carbayeda,1966,59.0,175,Spain
denis-menchov,Denis  Menchov,1978,65.0,180,Russia
fabian-lienhard,Fabian  Lienhard,1993,73.0,183,Switzerland
wim-van-huffel,Wim Van Huffel,1979,66.0,182,Belgium
hennie-kuiper,Hennie  Kuiper,1949,69.0,172,Netherlands
miguel-gutierrez-mayor,Miguel  Gutierrez,1954,72.0,175,Spain
lasse-norman-leth,Lasse  Norman Leth,1992,75.0,181,Denmark
morgan-lamoisson,Morgan  Lamoisson,1988,69.0,178,France
yevgeniy-nepomnyachshiy,Yevgeniy  Nepomnyachshiy,1987,62.0,174,Kazakhstan
alberto-benito,Alberto  Benito,1975,70.0,185,Spain
mateusz-taciak,Mateusz  Taciak,1984,68.0,178,Poland
wim-vervoort-1,Wim  Vervoort,1969,75.0,185,Belgium
mark-christian,Mark  Christian,1990,72.0,185,Great Britain
jonas-abrahamsen,Jonas  Abrahamsen,1995,78.0,183,Norway
stefano-arlotti,Stefano  Arlotti,1965,73.0,182,Italy
dario-pieri,Dario  Pieri,1975,78.0,174,Italy
simone-antonini,Simone  Antonini,1991,75.0,188,Italy
steven-de-jongh,Steven de Jongh,1973,76.0,176,Netherlands
salvatore-commesso,Salvatore  Commesso,1975,66.0,164,Italy
giocondo-dalla-rizza,Giocondo  Dalla Rizza,1960,76.0,180,Italy
marc-streel,Marc  Streel,1971,69.0,184,Belgium
victor-nuelant,Victor  Nuelant,1945,74.0,188,Belgium
josef-wehrli,Josef  Wehrli,1954,72.0,193,Switzerland
diederik-foubert,Diederik  Foubert,1961,64.0,176,Belgium
stefan-morjean,Stefan  Morjean,1960,63.0,174,Belgium
marco-toffali,Marco  Toffali,1965,64.0,181,Italy
francis-moreau,Francis  Moreau,1965,77.0,187,France
balint-szeghalmi,Balint  Szeghalmi,1980,66.0,170,Hungary
tom-schuler,Tom  Schuler,1956,66.0,178,United States
lucien-de-brauwere,Lucien De Brauwere,1951,63.0,174,Belgium
alois-charrin,Aloïs  Charrin,2000,67.0,181,France
jose-rosa,José Agostinho  Rosa,1968,70.0,179,Portugal
walter-clivati,Walter  Clivati,1955,59.0,172,Italy
jukka-vastaranta,Jukka  Vastaranta,1984,63.0,171,Finland
steff-cras,Steff  Cras,1996,65.0,183,Belgium
imerio-cima,Imerio  Cima,1997,80.0,190,Italy
simon-zahner,Simon  Zahner,1983,73.0,181,Switzerland
jonas-gregaard,Jonas  Gregaard,1996,66.0,184,Denmark
connor-brown2,Connor  Brown,1998,74.0,187,New Zealand
jan-raas,Jan  Raas,1952,72.0,176,Netherlands
rubens-bertogliati,Rubens  Bertogliati,1979,73.0,180,Switzerland
edwig-cammaerts,Edwig  Cammaerts,1987,74.0,183,Belgium
jan-ghyselinck,Jan  Ghyselinck,1988,74.0,183,Belgium
philippe-schnyder,Philippe  Schnyder,1978,66.0,182,Switzerland
pascal-ackermann,Pascal  Ackermann,1994,78.0,182,Germany
jose-manuel-oliveira,Jose Manuel  Oliveira,1967,80.0,182,Spain
stefano-faustini,Stefano  Faustini,1968,67.0,180,Italy
clement-venturini,Clément  Venturini,1993,60.0,165,France
luca-scinto,Luca  Scinto,1968,67.0,178,Italy
enrico-paolini,Enrico  Paolini,1945,59.0,173,Italy
omar-fraile,Omar  Fraile,1990,72.0,184,Spain
viatcheslav-ekimov,Viatcheslav  Ekimov,1966,69.0,176,Russia
matti-helminen,Matti  Helminen,1975,74.0,184,Finland
armindo-fonseca,Armindo  Fonseca,1989,56.0,168,France
pierre-henri-mentheour,Pierre-Henri  Menthéour,1960,73.0,185,France
joaquim-augusto-gomes,Joaquim Augusto  Gomes,1965,70.0,184,Portugal
david-garcia-dapena,David  García Dapena,1977,73.0,181,Spain
sam-welsford,Sam  Welsford,1996,79.0,180,Australia
roger-swerts,Roger  Swerts,1942,75.0,180,Belgium
sindre-skjoestad-lunke,Sindre  Lunke,1993,69.0,183,Norway
dorino-vanzo,Dorino  Vanzo,1950,77.0,191,Italy
dariusz-kajzer,Dariusz  Kajzer,1961,64.0,167,Germany
edvaldas-siskevicius,Evaldas  Šiškevičius,1988,80.0,181,Lithuania
paride-grillo,Paride  Grillo,1982,67.0,167,Italy
stefano-bizzoni,Stefano  Bizzoni,1961,66.0,176,Italy
fabio-silvestre,Fábio  Silvestre,1990,78.0,184,Portugal
julien-stevens,Julien  Stevens,1943,73.0,180,Belgium
julien-van-lint,Julien Van Lint,1946,76.0,192,Belgium
javier-benitez-pomares,Javier  Benítez,1979,76.0,185,Spain
jesus-rodriguez-magro,Jesús  Rodríguez Magro,1960,77.0,190,Spain
serguei-lelekin,Sergueï  Lelekin,1973,72.0,181,Russia
peter-kusztor,Péter  Kusztor,1984,61.0,179,Hungary
rudy-busselen,Rudy  Busselen,1955,75.0,187,Belgium
mattias-skjelmose-jensen,Mattias  Skjelmose,2000,65.0,180,Denmark
jan-verstraeten,Jan  Verstraeten,1978,65.0,177,Belgium
guido-reybroeck,Guido  Reybrouck,1941,67.0,176,Belgium
johan-remels,Johan  Remels,1967,75.0,187,Belgium
luc-de-decker,Luc De Decker,1960,77.0,187,Belgium
cyril-saugrain,Cyril  Saugrain,1973,62.0,170,France
danny-horton,Danny  Horton,1946,70.0,178,Great Britain
leonardo-bonifazio,Leonardo  Bonifazio,1991,63.0,170,Italy
antonio-piedra,Antonio  Piedra,1985,61.0,178,Spain
alexander-khatuntsev,Alexander  Khatuntsev,1985,72.0,190,Russia
jose-amador,José Santiago  Amador,1964,64.0,178,Colombia
frederique-robert,Fréderique  Robert,1989,68.0,176,Belgium
john-mullan,John  Mullan,1952,77.0,186,New Zealand
ivo-emanuel-alves,Ivo  Oliveira,1996,68.0,185,Portugal
jose-luis-laguia,José Luis  Laguía,1959,62.0,182,Spain
klaas-sys,Klaas  Sys,1986,68.0,192,Belgium
gianfranco-zilioli,Gianfranco  Zilioli,1990,61.0,176,Italy
pieter-nassen,Pieter  Nassen,1944,78.0,186,Belgium
christopher-froome,Chris  Froome,1985,68.0,186,Great Britain
ronald-de-witte,Ronald De Witte,1946,64.0,183,Belgium
alessandro-ballan,Alessandro  Ballan,1979,73.0,190,Italy
shinichi-fukushima,Shinichi  Fukushima,1971,62.0,171,Japan
willy-planckaert,Willy  Planckaert,1944,67.0,176,Belgium
mike-neel,Mike  Neel,1951,79.0,184,United States
wesley-sulzberger,Wesley  Sulzberger,1986,65.0,182,Australia
seweryn-zenon-kohut,Seweryn Zenon  Kohut,1976,66.0,180,Poland
thomas-rohregger,Thomas  Rohregger,1982,63.0,176,Austria
jos-boons,Jos  Boons,1943,74.0,188,Belgium
roland-leclerc,Roland  Leclerc,1963,69.0,186,France
luca-pavanello,Luca  Pavanello,1969,71.0,182,Italy
david-loosli,David  Loosli,1980,71.0,182,Switzerland
leonardo-giordani,Leonardo  Giordani,1977,68.0,190,Italy
carlo-chiappano,Carlo  Chiappano,1941,70.0,190,Italy
gerben-thijssen,Gerben  Thijssen,1998,74.0,174,Belgium
jan-tratnik,Jan  Tratnik,1990,65.0,173,Slovenia
andrew-hampsten,Andrew  Hampsten,1962,67.0,176,United States
michel-vanhaecke,Michel  Vanhaecke,1971,68.0,186,Belgium
nickolas-dlamini,Nic  Dlamini,1995,66.0,177,South Africa
rinaldo-nocentini,Rinaldo  Nocentini,1977,60.0,173,Italy
peter-koning,Peter  Koning,1990,77.0,190,Netherlands
